title,genre,score,ranked,aired,episodes
Haiyoru! Nyaruani,"Comedy, Parody, Sci-Fi",6.32,6954.0,"Mar 17, 2010",9.0
Inakappe Taishou,"Comedy, Sports",6.32,6960.0,"Oct 4, 1970 to Sep 24, 1972",104.0
Kujibiki♥Unbalance,"Comedy, Romance, School",6.32,6964.0,"Jul 10, 2006 to Dec 23, 2006",12.0
Nekogami Yaoyorozu Specials,"Comedy, Supernatural, Seinen",6.32,6971.0,"Sep 21, 2011 to Mar 21, 2012",7.0
Sekkou Boys,"Music, Comedy",6.32,6976.0,"Jan 8, 2016 to Mar 25, 2016",12.0
Keroro Gunsou Movie 1,"Comedy, Kids, Sci-Fi, Shounen",7.39,2149.0,"Mar 11, 2006",1.0
Tamako Market Specials,Comedy,6.32,6979.0,"Mar 20, 2013 to Aug 21, 2013",6.0
Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,"Action, Comedy, Sci-Fi",6.32,6983.0,"Jul 13, 1999 to Oct 5, 1999",13.0
Naruto: Shippuuden Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen",7.38,2199.0,"Aug 4, 2007",1.0
Minami-ke Okawari,"Comedy, School, Slice of Life",7.38,2197.0,"Jan 7, 2008 to Mar 31, 2008",13.0
Maison Ikkoku: Kanketsu-hen,"Comedy, Drama, Romance, Seinen",7.37,2250.0,"Feb 6, 1988",1.0
Kami nomi zo Shiru Sekai: 4-nin to Idol,"Comedy, Music, Shounen, Supernatural",7.37,2245.0,"Sep 16, 2011",1.0
Kagerou Daze: In a Day's,"Sci-Fi, Slice of Life, Comedy, Supernatural, Magic, Romance",6.29,7100.0,"Nov 4, 2016",1.0
Kinnikuman: Haresugata! Seigi Choujin,"Action, Comedy, Sports, Shounen",6.28,7150.0,"Dec 21, 1985",1.0
Kyoukai no Rinne,"Comedy, Supernatural",6.27,7198.0,"Oct 3, 2009",1.0
Mahou no Star Magical Emi: Finale! Finale!,"Comedy, Magic, Shoujo",6.27,7199.0,"May 25, 1986",1.0
Kyouryuu Shoujo Gauko,"Comedy, Super Power",6.26,7250.0,"Nov 22, 2019",20.0
Kai Feng Qitan: Zhege Baogong Bu Taixing,"Action, Comedy, Historical",6.26,7247.0,"May 19, 2017 to Jul 21, 2017",10.0
Mainichi ga Nichiyoubi,"Comedy, Police, Romance",6.25,7299.0,"Sep 10, 1990 to Oct 25, 1992",6.0
Koala Boy Kokki,Comedy,6.25,7294.0,"Apr 11, 1984 to Mar 28, 1985",26.0
Inferno Cop Specials,"Action, Comedy",6.24,7338.0,"Jun 13, 2015 to Jul 2, 2017",3.0
Hanamaru Youchien: Panda Neko Taisou,"Comedy, Kids, Music",6.24,7335.0,"May 26, 2010 to Aug 25, 2010",8.0
Gokujo.: Gokurakuin Joshikou Ryou Monogatari,"Comedy, Ecchi, School, Seinen, Shoujo Ai",6.24,7334.0,"Jan 24, 2012 to Mar 27, 2012",12.0
Chinpui,Comedy,6.24,7330.0,"Feb 11, 1989 to Apr 18, 1991",56.0
Cinderella Girls Gekijou 3rd Season Specials,"Game, Music, Slice of Life, Comedy",6.24,7331.0,"Aug 24, 2018 to Oct 24, 2018",3.0
School Rumble San Gakki,"Comedy, Romance, School, Shounen",7.36,2299.0,"Jul 17, 2008 to Sep 17, 2008",2.0
Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,"Harem, Comedy, Romance, Ecchi, School",7.36,2297.0,"Apr 6, 2017",1.0
Ookiku Furikabutte: Natsu no Scorebook,"Comedy, Sports",7.36,2293.0,"Mar 24, 2010",2.0
Ou Dorobou Jing in Seventh Heaven,"Adventure, Fantasy, Psychological, Comedy, Shounen",7.36,2294.0,"Jan 21, 2004 to Apr 28, 2004",3.0
Onegai☆Teacher: Himitsu na Futari,"Comedy, Ecchi, Romance, Sci-Fi",7.36,2292.0,"Oct 25, 2002",1.0
Tetsuwan Birdy Decode: The Cipher,"Action, Comedy, Sci-Fi",7.35,2349.0,"Jul 22, 2009",1.0
Saber Marionette J to X,"Action, Adventure, Comedy, Harem, Mecha, Sci-Fi",7.35,2346.0,"Oct 6, 1998 to Mar 30, 1999",26.0
Slayers: The Motion Picture,"Adventure, Comedy, Magic, Fantasy, Shounen",7.35,2348.0,"Jul 29, 1995",1.0
Kidou Tenshi Angelic Layer,"Sci-Fi, Comedy, Sports, Drama, Shounen",7.3,2549.0,"Apr 1, 2001 to Sep 23, 2001",26.0
Ba La La Xiao Mo Xian Zhi: Feiyue Cai Ling Bao,"Comedy, Magic, Shoujo",6.24,7329.0,"Nov 13, 2016 to Dec 8, 2016",26.0
Huyao Xiao Hongniang,"Comedy, Historical, Supernatural, Romance",7.3,2547.0,"Jun 26, 2015 to Nov 27, 2015",13.0
Ba La La Xiao Mo Xian Zhi: Caihong Xin Shi,"Comedy, Magic, Shoujo",6.24,7328.0,"Mar 26, 2011 to Dec, 2011",36.0
GJ-bu@,"Comedy, School, Slice of Life",7.3,2546.0,"May 6, 2014",1.0
Warau Salesman Dai SP-banashi,"Comedy, Psychological, Supernatural, Drama, Seinen",6.25,7323.0,"Jan 23, 1990 to Jul 7, 1992",8.0
Rumiko Takahashi Anthology,"Comedy, Drama, Romance, Shounen, Slice of Life, Supernatural",7.29,2600.0,"Jul 6, 2003 to Sep 28, 2003",13.0
Ookami-san to Shichinin no Nakama-tachi,"Comedy, Parody, Romance",7.29,2598.0,"Jul 1, 2010 to Sep 16, 2010",12.0
The iDOLM@STER Live For You!,"Comedy, Drama, Music",6.25,7320.0,"Feb 28, 2008",1.0
Ou Dorobou Jing,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",7.29,2599.0,"May 15, 2002 to Aug 14, 2002",13.0
Tenamonya Voyagers,"Ecchi, Adventure, Comedy, Mecha, Sci-Fi",6.25,7319.0,"Jun 25, 1999 to Dec 18, 1999",4.0
Oh! Edo Rocket,"Comedy, Drama, Fantasy, Historical, Sci-Fi",7.29,2597.0,"Apr 4, 2007 to Sep 26, 2007",26.0
Nogizaka Haruka no Himitsu,"Comedy, Romance",7.29,2596.0,"Jul 3, 2008 to Sep 25, 2008",12.0
Sore Ike! Anpanman: Kirakira Boshi no Namida,"Kids, Adventure, Comedy, Super Power",6.25,7316.0,"Nov 3, 1989",1.0
Nissin Cup Noodles China x Gintama,Comedy,7.29,2595.0,"Aug 29, 2017 to Nov 23, 2017",3.0
Shikabane Hime: Puchitto,Comedy,6.25,7313.0,"Aug 5, 2009",1.0
Robotan,"Comedy, Kids",6.25,7309.0,"Oct 4, 1966 to Sep 27, 1968",104.0
Rinne no Lagrange Specials,Comedy,6.25,7308.0,"Mar 23, 2012 to Aug 24, 2012",6.0
Momotarou Densetsu,"Adventure, Comedy",6.25,7304.0,"Oct 2, 1989 to Oct 1, 1990",51.0
Maze☆Bakunetsu Jikuu: Tenpen Kyoui no Giant,"Adventure, Comedy, Fantasy, Mecha, Shounen",6.25,7301.0,"Apr 25, 1998",1.0
Kimi ga Nozomu Eien: Ayu Mayu Gekijou,Comedy,6.25,7292.0,"Sep 29, 2006 to Feb 23, 2007",7.0
Hikaru no Go: Memories,"Game, Comedy, Supernatural, Shounen",6.25,7285.0,"Jun 30, 2004",1.0
Gegege no Kitarou (1968 Movie),"Adventure, Comedy, Horror, Supernatural, Fantasy",6.25,7280.0,"Jul 21, 1968",1.0
Fortune Quest: Yo ni mo Shiawase na Boukensha-tachi,"Adventure, Comedy, Fantasy, Magic",6.25,7279.0,"Oct 9, 1993 to May 10, 1994",4.0
Dr. Slump: Arale-chan Specials,"Sci-Fi, Comedy, Shounen",6.25,7277.0,"Oct 7, 1981",2.0
Dengeki Bunko 2007 Movie Festival Special,Comedy,6.25,7276.0,"Apr 21, 2007",1.0
Asari-chan,"Slice of Life, Comedy, Shoujo",6.25,7274.0,"Jan 25, 1982 to Feb 28, 1983",54.0
.hack//Tasogare no Udewa Densetsu: Offline de Aimashou,"Adventure, Comedy, Fantasy, Game, Sci-Fi",6.25,7272.0,"Oct 24, 2003",1.0
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. Specials,Comedy,6.26,7270.0,"Jan 31, 2014 to May 30, 2014",5.0
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,Comedy,7.24,2799.0,"Feb 19, 2014",1.0
Tono to Issho: Ippunkan Gekijou,"Comedy, Samurai, Seinen",6.26,7263.0,"Jul 6, 2010 to Sep 21, 2010",12.0
Pokemon Diamond & Pearl,"Action, Adventure, Comedy, Fantasy, Kids",7.24,2793.0,"Sep 28, 2006 to Sep 9, 2010",191.0
Ore no Imouto ga Konnani Kawaii Wake ga Nai,"Slice of Life, Comedy",7.24,2792.0,"Oct 3, 2010 to Dec 19, 2010",12.0
One Piece Movie 2: Nejimaki-jima no Daibouken,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",7.24,2789.0,"Mar 3, 2001",1.0
One Piece: Yume no Soccer Ou!,"Comedy, Fantasy, Shounen, Sports",7.24,2790.0,"Mar 2, 2002",1.0
Moyashimon Returns,"Comedy, Supernatural, School, Seinen",7.24,2787.0,"Jul 6, 2012 to Sep 14, 2012",11.0
Lupin III: Dead or Alive,"Action, Adventure, Mystery, Comedy, Seinen",7.24,2785.0,"Apr 20, 1996",1.0
Lupin III: $1 Money Wars,"Action, Adventure, Mystery, Comedy, Seinen",7.24,2784.0,"Jul 28, 2000",1.0
Kimi ga Aruji de Shitsuji ga Ore de,"Comedy, Ecchi, Harem, Parody, Romance",7.24,2779.0,"Jan 6, 2008 to Mar 30, 2008",13.0
Karin,"Comedy, Romance, Vampire, School, Shounen",7.24,2776.0,"Nov 3, 2005 to May 11, 2006",24.0
Jungle no Ouja Taa-chan,"Action, Comedy, Parody",7.24,2774.0,"Oct 14, 1993 to Sep 29, 1994",50.0
Inou-Battle wa Nichijou-kei no Naka de,"Harem, Slice of Life, Comedy, Supernatural, Romance, School",7.24,2772.0,"Oct 7, 2014 to Dec 23, 2014",12.0
Ghost Sweeper GS Mikami,"Comedy, Supernatural",7.24,2769.0,"Apr 11, 1993 to Mar 6, 1994",45.0
Genshiken Nidaime OVA,"Comedy, Parody, Slice of Life",7.24,2768.0,"Dec 20, 2013",1.0
Gakusen Toshi Asterisk 2nd Season,"Sci-Fi, Harem, Comedy, Supernatural, Romance, Ecchi, Fantasy, School",7.24,2767.0,"Apr 2, 2016 to Jun 18, 2016",12.0
Sakura Tsuushin,"Comedy, Drama, Romance, Slice of Life",6.26,7259.0,"May 21, 1997 to Oct 22, 1997",12.0
McDull: Xiang Dang Dang,Comedy,6.26,7253.0,"Jul 24, 2009",1.0
High School! Kimengumi (Movie),"Comedy, Parody, Romance, School, Shounen",6.26,7242.0,"Jul 12, 1986",1.0
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,"Comedy, Ecchi, Parody, School, Shounen",6.26,7236.0,"Jul 14, 2012 to Sep 15, 2012",10.0
Ai Tenchi Muyou!,"Comedy, Sci-Fi, Shounen",6.26,7228.0,"Oct 6, 2014 to Dec 26, 2014",50.0
Wangpai Yushi Di 0 Ji,"Comedy, Fantasy, School, Shounen, Supernatural",6.27,7223.0,2014,1.0
Teizokurei Daydream,"Comedy, Horror, Supernatural, Drama, Ecchi",6.27,7217.0,"Jun 25, 2004 to Dec 23, 2004",4.0
Tales of the Rays Gekijou,"Comedy, Fantasy, Parody",6.27,7214.0,"Jul 20, 2018",8.0
Tales of Eternia The Animation,"Adventure, Comedy, Romance, Fantasy",6.27,7213.0,"Jan 8, 2001 to Mar 26, 2001",13.0
Tamagotchi! Tamatomo Daishuu GO,"Comedy, Fantasy, Kids",6.27,7216.0,"Apr 2, 2015 to Sep 24, 2015",26.0
Strike Witches: 501 Butai Hasshin Shimasu! Movie,"Comedy, Military, Sci-Fi, Shounen",6.27,7212.0,"Oct 4, 2019",1.0
Tamagotchi! Miracle Friends,"Comedy, Fantasy, Kids",6.27,7215.0,"Sep 5, 2013 to Mar 27, 2014",29.0
Stitch!: Itazura Alien no Daibouken,"Adventure, Comedy, Kids, Sci-Fi",6.27,7211.0,"Oct 13, 2009 to Jun 29, 2010",29.0
Obocchama-kun,"Comedy, Parody",6.27,7206.0,"Jan 14, 1989 to Sep 26, 1992",164.0
Midnight Horror School,Comedy,6.27,7205.0,"Oct 1, 2003 to Mar 24, 2004",52.0
Manyuu Hikenchou,"Action, Comedy, Historical, Ecchi, Samurai, Seinen",6.27,7202.0,"Jul 11, 2011 to Sep 26, 2011",12.0
Kingyo Chuuihou! (Movie),"Action, Comedy, Kids, Shoujo",6.27,7196.0,"Apr 25, 1992",1.0
Hatsukoi Monster: Mou Chotto dake Tsuzukunja,"Comedy, Romance, School, Shoujo",6.27,7189.0,"Feb 7, 2017",1.0
Ginga Ojousama Densetsu Yuna: Shin'en no Fairy,"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi",6.27,7185.0,"Dec 21, 1996 to May 21, 1997",3.0
Gegege no Kitarou: Youkai Daisensou,"Adventure, Fantasy, Comedy, Supernatural, Horror",6.27,7182.0,"Mar 15, 1986",1.0
Gegege no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha,"Adventure, Comedy, Fantasy, Horror, Supernatural",6.27,7183.0,"Jul 12, 1997",1.0
Futari Ecchi (2014),"Comedy, Ecchi, Romance, Seinen, Slice of Life",6.27,7181.0,"Oct 10, 2014",3.0
Duel Masters Charge,"Action, Adventure, Comedy, Shounen",6.27,7179.0,"Apr 19, 2004 to Mar 27, 2006",52.0
Chu-Bra!!,"Ecchi, Comedy, School, Seinen",6.27,7176.0,"Jan 4, 2010 to Mar 22, 2010",12.0
Burn Up Scramble,"Action, Comedy, Drama, Ecchi, Police, Sci-Fi, Shounen",6.27,7172.0,"Jan 12, 2004 to Mar 29, 2004",12.0
Blood-C: None-None Gekijou,"Comedy, Parody",6.27,7171.0,"Apr 8, 2012 to Oct 7, 2012",7.0
Akikan!,"Comedy, Ecchi, Fantasy, Romance",6.27,7169.0,"Jan 4, 2009 to Mar 29, 2009",12.0
Yawara! Sore Yuke Koshinuke Kids!!,"Comedy, Martial Arts, Slice of Life, Sports",6.28,7167.0,"Aug 1, 1992",1.0
Warau Salesman New,"Comedy, Drama, Seinen",6.28,7165.0,"Apr 3, 2017 to Jun 19, 2017",12.0
Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,"Adventure, Comedy, Fantasy, Kids, Shounen",7.24,2766.0,"Mar 3, 2012",1.0
Doraemon Movie 12: Nobita no Dorabian Nights,"Adventure, Comedy, Fantasy, Kids, Shounen",7.24,2765.0,"Mar 9, 1991",1.0
Doraemon Movie 11: Nobita to Animal Planet,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",7.24,2764.0,"Mar 10, 1990",1.0
Teki wa Kaizoku: Neko-tachi no Kyouen,"Comedy, Sci-Fi",6.28,7163.0,"Jan 1, 1990 to Mar 1, 1990",6.0
Dae Jang Geum: Jang Geum's Dream 2,"Adventure, Comedy, Historical",7.24,2762.0,"Mar 14, 2007 to Sep 19, 2007",26.0
Blood Lad: Wagahai wa Neko de wa Nai,"Action, Comedy, Demons, Seinen, Supernatural, Vampire",7.24,2760.0,"Dec 4, 2013",1.0
Neko ga Kureta Marui Shiawase,"Slice of Life, Comedy",6.28,7158.0,"May 22, 2017 to Mar 23, 2018",5.0
Miss Monochrome The Animation: Soccer-hen,"Slice of Life, Comedy, Sports",6.28,7154.0,"Jun 17, 2014",1.0
Minori Scramble!,Comedy,6.28,7152.0,"Feb 15, 2012",1.0
Kiko-chan Smile,"Adventure, Comedy, Josei, Slice of Life",6.28,7149.0,"Oct 5, 1996 to Sep 27, 1997",51.0
Servamp Movie: Alice in the Garden,"Action, Comedy, Supernatural, Drama, Vampire, Josei",7.25,2753.0,"Apr 7, 2018",1.0
Ryuugajou Nanana no Maizoukin (TV),"Adventure, Comedy, Mystery, Supernatural",7.25,2751.0,"Apr 11, 2014 to Jun 20, 2014",11.0
Hello Kitty: Ringo no Mori to Parallel Town,"Comedy, Fantasy, Kids",6.28,7145.0,"Oct 2, 2007 to Mar 25, 2008",27.0
Haou Daikei Ryuu Knight: Adeu Legend Final,"Parody, Adventure, Fantasy, Comedy, Mecha",6.28,7143.0,"May 25, 1996",1.0
Gozonji! Gekkou Kamen-kun,"Parody, Comedy, Sci-Fi",6.28,7140.0,"Oct 3, 1999 to Mar 26, 2000",25.0
Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,"Comedy, Sci-Fi, Shounen",6.28,7136.0,"Jun 3, 1993",1.0
Yatterman the Movie: Shin Yattermecha Osu Gou! Omocha no Kuni de Dai Ketsudan da Koron,"Comedy, Kids",6.29,7127.0,"Aug 22, 2009",1.0
Wooser no Sono Higurashi,"Slice of Life, Comedy, Fantasy",6.29,7126.0,"Oct 3, 2012 to Dec 19, 2012",12.0
Wind: A Breath of Heart Specials,"Comedy, Romance, School",6.29,7125.0,"Dec 10, 2004",4.0
Wansa-kun,Comedy,6.29,7124.0,"Apr 2, 1973 to Sep 24, 1973",26.0
Teekyuu 5 Specials,"Comedy, Sports, School, Shounen",6.29,7122.0,"Nov 27, 2015",2.0
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,"Action, Comedy, Historical, Military, Samurai",6.29,7117.0,"May 7, 2005 to Jul 23, 2005",12.0
Parasol Henbei,"Adventure, Comedy, Fantasy, Kids, Magic",6.29,7110.0,"Oct 2, 1989 to Jan 28, 1991",200.0
Robot Girls Z Plus,"Comedy, Mecha, Parody",6.29,7113.0,"May 20, 2015 to Oct 2, 2015",6.0
Nijiiro☆Prism Girl,"Comedy, Romance, School, Shoujo",6.29,7108.0,"Aug 3, 2013 to Nov 30, 2013",4.0
Koihime†Musou OVA Omake,"Adventure, Comedy, Ecchi, Fantasy",6.29,7103.0,"Apr 1, 2009",1.0
One Piece: Jango no Dance Carnival,"Comedy, Fantasy, Shounen",7.25,2747.0,"Mar 3, 2001",1.0
Nogizaka Haruka no Himitsu: Purezza,"Comedy, Ecchi, Romance",7.25,2745.0,"Oct 6, 2009 to Dec 22, 2009",12.0
Ojamajo Doremi,"Comedy, Magic",7.25,2746.0,"Feb 7, 1999 to Jan 30, 2000",51.0
Majutsushi Orphen,"Action, Adventure, Comedy, Demons, Fantasy, Magic",7.25,2743.0,"Oct 3, 1998 to Mar 27, 1999",24.0
Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,"Comedy, Sci-Fi, Shounen",6.28,7095.0,"Jul 13, 1985",1.0
Kyou no 5 no 2 (TV),"Comedy, Ecchi, School, Seinen",7.25,2742.0,"Oct 6, 2008 to Dec 29, 2008",13.0
Doraemon: Benkyou Heya no Tsuribori,"Comedy, Kids, Sci-Fi, Shounen",6.29,7094.0,"Oct 3, 1979",1.0
Calimero,Comedy,6.29,7092.0,"Oct 15, 1974 to Sep 30, 1975",45.0
Druaga no Tou: The Aegis of Uruk,"Adventure, Comedy, Fantasy",7.25,2738.0,"Apr 5, 2008 to Jun 21, 2008",12.0
Bonjour♪Koiaji Pâtisserie,"Slice of Life, Comedy, Harem, Romance, Shoujo",6.29,7088.0,"Oct 10, 2014 to Mar 20, 2015",24.0
Dragon Ball Movie 4: Saikyou e no Michi,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",7.25,2737.0,"Mar 2, 1996",1.0
Bamboo Bears,Comedy,6.29,7085.0,"Apr 4, 1997 to Mar 27, 1998",52.0
Accel World: Acchel World.,"Sci-Fi, Comedy",6.29,7081.0,"Jul 25, 2012 to Feb 27, 2013",8.0
Yagami-kun no Katei no Jijou,Comedy,6.3,7077.0,"May 25, 1990",3.0
Denki-gai no Honya-san,"Comedy, Seinen, Slice of Life",7.25,2734.0,"Oct 2, 2014 to Dec 18, 2014",12.0
Dead Leaves,"Adventure, Psychological, Comedy, Sci-Fi",7.25,2733.0,"Jan 16, 2004",1.0
Aoharu x Kikanjuu,"Action, Comedy, Sports, Shounen",7.25,2728.0,"Jul 3, 2015 to Sep 18, 2015",12.0
Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,"Action, Adventure, Comedy, Seinen",7.25,2730.0,"Apr 22, 2000",1.0
Video Girl Ai,"Comedy, Drama, Ecchi, Romance",7.26,2725.0,"Mar 27, 1992 to Aug 28, 1992",6.0
Utawarerumono OVA,"Action, Comedy, Fantasy",7.26,2723.0,"Jun 5, 2009 to Jun 23, 2010",3.0
Tobe! Isami,"Action, Adventure, Comedy, Romance, Shounen",7.26,2721.0,"Apr 8, 1995 to Mar 30, 1996",50.0
Topo Gigio,"Kids, Adventure, Comedy",6.3,7072.0,"Apr 27, 1988 to Sep 21, 1988",21.0
Psychic Academy,"Comedy, Romance, Supernatural",6.3,7064.0,"Mar 29, 2002 to Sep 13, 2002",24.0
Pokemon: Utae Meloetta - Rinka no Mi wo Sagase!,"Adventure, Comedy, Fantasy, Kids",6.3,7063.0,"Jul 3, 2012",1.0
Ninja Hattori-kun: Nin Nin Furusato Daisakusen no Maki,"Comedy, Kids, Martial Arts, Slice of Life",6.3,7061.0,"Mar 12, 1983",1.0
Let's Nupu Nupu,"Comedy, Ecchi, School",6.3,7056.0,"Oct 5, 1998 to Nov 2, 1998",16.0
Haiyoru! Nyaruani: Remember My Love(craft-sensei),"Comedy, Sci-Fi",6.29,7046.0,"Dec 11, 2010 to Feb 26, 2011",11.0
Yuyushiki: Nyanyashiki,Comedy,6.31,7034.0,"May 29, 2013 to Oct 23, 2013",6.0
"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal",Comedy,6.31,7033.0,"Nov 16, 2011",1.0
Yadamon,"Adventure, Comedy, Fantasy",6.31,7031.0,"Aug 24, 1992 to Jul 16, 1993",170.0
Wonder 3,"Action, Adventure, Comedy, Sci-Fi",6.31,7030.0,"Jun 6, 1965 to Jun 27, 1966",52.0
Tenrankai no E,Comedy,6.31,7025.0,"Nov 11, 1966",1.0
Sword Art Online: Sword Art Offline,Comedy,6.31,7024.0,"Oct 24, 2012 to Jun 26, 2013",9.0
Mutsugo to Ouma no Monogatari,"Comedy, Parody, Sports",6.31,7015.0,"Oct 13, 2016 to Dec 8, 2016",6.0
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,Comedy,6.31,7011.0,"Oct 26, 2013",4.0
Kirameki☆Project,"Ecchi, Mecha, Comedy, Sci-Fi",6.31,7010.0,"Jun 24, 2005 to Feb 24, 2006",5.0
King of Prism by Pretty Rhythm Short Anime,"Music, Comedy, Fantasy",6.31,7009.0,"Jun 17, 2016",1.0
Jungle wa Itsumo Hare nochi Guu: Eizou Tokuten - Maboroshi no Pilot Film,Comedy,6.31,7007.0,"Dec 21, 2002",1.0
Honoo no Labyrinth,"Adventure, Comedy, Ecchi, Samurai",6.31,7004.0,"Sep 25, 2000 to Dec 21, 2000",2.0
Himitsukessha Taka no Tsume,"Comedy, Parody, Super Power",6.31,7003.0,"Apr 6, 2006 to Jun 15, 2006",11.0
Super Bikkuriman,"Adventure, Fantasy, Comedy, Demons, Sci-Fi",6.31,7023.0,"May 17, 1992 to Apr 4, 1993",44.0
Tantei Opera Milky Holmes Dai 2 Maku,"Comedy, Mystery, Super Power",7.26,2718.0,"Jan 5, 2012 to Mar 22, 2012",12.0
Suzumiya Haruhi no Yuuutsu (2009),"Sci-Fi, Slice of Life, Mystery, Comedy, Parody, Romance, School",7.26,2717.0,"May 22, 2009 to Sep 11, 2009",14.0
Slayers Premium,"Adventure, Comedy, Fantasy, Magic, Shounen",7.26,2714.0,"Dec 22, 2001",1.0
Rokujouma no Shinryakusha!? (TV),"Harem, Comedy, Supernatural, School",7.26,2713.0,"Jul 12, 2014 to Sep 27, 2014",12.0
Puchimas!!: Petit Petit iDOLM@STER,"Comedy, Slice of Life",7.26,2712.0,"Apr 1, 2014 to Jun 30, 2014",74.0
Papa no Iukoto wo Kikinasai!: Pokkapoka,"Comedy, Romance, Slice of Life",7.26,2711.0,"Jul 11, 2012",1.0
Onegai☆Teacher,"Sci-Fi, Comedy, Drama, Romance, School",7.26,2710.0,"Jan 10, 2002 to Mar 28, 2002",12.0
One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,"Adventure, Comedy, Fantasy, Shounen",7.26,2709.0,"Dec 22, 1999",1.0
Green Green Specials,"Comedy, Ecchi, Romance, Slice of Life",6.3,7044.0,"Nov 19, 2003 to Jan 21, 2004",3.0
Kitakubu Katsudou Kiroku: Miniature Theater,"Comedy, School",6.3,7054.0,"Oct 23, 2013 to Dec 18, 2013",6.0
Komori-san wa Kotowarenai!,"Slice of Life, Comedy, School",6.3,7055.0,"Oct 4, 2015 to Dec 20, 2015",12.0
Miss Monochrome The Animation: Manager,"Music, Slice of Life, Comedy",6.3,7057.0,"May 25, 2014",1.0
Nippon-ichi no Otoko no Tamashii,"Comedy, Romance",6.29,7109.0,"Jan 5, 1999 to Jan 29, 1999",16.0
Shin Strange+,"Slice of Life, Comedy, Josei",6.29,7116.0,"Jul 11, 2014 to Sep 26, 2014",12.0
Saki Picture Drama,"Comedy, Slice of Life",6.29,7114.0,"Sep 2, 2009 to Mar 3, 2010",7.0
Garakuta-doori no Stain: Epilogue,Comedy,6.28,7138.0,"Oct 11, 2003",1.0
Mirai no Watashi,"Slice of Life, Comedy",6.28,7153.0,"Mar 15, 2016 to Apr 27, 2017",2.0
Ushio to Tora: Comical Deformer Gekijou,"Action, Comedy",6.27,7222.0,"Oct 1, 1993",1.0
.hack//Gift,"Comedy, Fantasy, Game",6.25,7273.0,"Nov 16, 2003",1.0
Idol Tenshi Youkoso Youko,"Comedy, Drama, Shoujo",6.24,7337.0,"Apr 2, 1990 to Feb 4, 1991",43.0
Lovedol: Lovely Idol OVA,"Comedy, Drama, Ecchi, Harem, Music",6.24,7346.0,"Mar 28, 2007",1.0
Makasete Iruka!,"Action, Comedy, School",6.24,7348.0,"Jun 10, 2004",1.0
Macross Δ: Delta Shougekijou,"Sci-Fi, Comedy",6.25,7298.0,"Jul 22, 2016 to Mar 24, 2017",9.0
Kabatotto,Comedy,6.26,7247.0,"Jan 1, 1971 to Sep 30, 1972",300.0
Osomatsu-kun: Iyami wa Hitori Kaze no Naka,"Comedy, Historical",6.22,7446.0,"Aug 25, 1990",1.0
Pa-Pa-Pa the ★ Movie: Perman,"Adventure, Comedy",6.21,7500.0,"Mar 8, 2003",1.0
Tiger & Bunny Pilot,"Action, Comedy, Super Power",6.2,7550.0,"May 27, 2011",1.0
Vampiyan Kids,"Fantasy, Comedy, Kids",6.19,7600.0,"Oct 13, 2001 to Mar 30, 2002",23.0
Ninkuu (Movie),"Action, Adventure, Comedy, Historical, Martial Arts, Shounen",6.19,7585.0,"Jul 15, 1995",1.0
Mini Hama: Minimum Hamatora Movies,"Comedy, Mystery, School, Super Power",6.19,7579.0,"Nov 14, 2015",2.0
Momoiro Sisters,"Comedy, Slice of Life",6.19,7580.0,"Aug 25, 1998 to Oct 5, 1998",24.0
Gegege no Kitarou (1985 Movie),"Adventure, Comedy, Fantasy, Horror, Supernatural",6.19,7566.0,"Dec 21, 1985",1.0
Tamagotchi!,"Comedy, Kids",6.2,7548.0,"Oct 12, 2009 to Sep 3, 2012",143.0
Plastic Little,"Action, Adventure, Comedy, Ecchi, Mecha, Military, Romance, Sci-Fi",6.2,7540.0,"Mar 21, 1994",1.0
Obake no Q-tarou,"Comedy, School, Slice of Life, Supernatural",6.2,7539.0,"Aug 29, 1965 to Jun 28, 1967",96.0
Mangchi,"Adventure, Comedy, Fantasy",6.2,7536.0,"Aug 6, 2004",1.0
