title,genre,score,ranked,aired,episodes
Yowamushi Pedal: Special Ride,"Comedy, Drama, Shounen, Sports",7.43,2002.0,"Aug 8, 2013",1.0
GJ-bu,"Comedy, School, Slice of Life",7.4,2099.0,"Jan 10, 2013 to Mar 28, 2013",12.0
Fullmetal Alchemist: Premium Collection,"Fantasy, Comedy, Shounen",7.4,2097.0,"Mar 29, 2006",3.0
Fresh Precure!,"Action, Slice of Life, Fantasy, Magic, Comedy, Shoujo",7.4,2096.0,"Feb 1, 2009 to Jan 30, 2010",50.0
Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,"Adventure, Comedy, Fantasy, Kids, Shounen",7.4,2094.0,"Mar 4, 2017",1.0
Carnival Phantasm: HibiChika Special,"Comedy, Supernatural",7.4,2093.0,"Jul 7, 2012",1.0
Aishen Qiaokeli-ing...II,"Harem, Comedy, Romance, School",7.4,2091.0,"Dec 21, 2017 to Apr 5, 2018",15.0
Nanami-chan 2nd Series,"Comedy, Kids",6.46,6268.0,"Jun 17, 2005 to Dec 23, 2005",16.0
Maroko,"Sci-Fi, Comedy, Psychological, Drama",6.46,6267.0,"Mar 19, 1990",1.0
Koguma no Misha,"Kids, Adventure, Comedy, Drama",6.46,6263.0,"Oct 6, 1979 to Apr 5, 1980",26.0
Gakuen Handsome The Animation,"Comedy, Parody, School, Shounen Ai",6.46,6253.0,"Aug 28, 2015",1.0
Zumomo to Nupepe,Comedy,6.23,14675.0,"Apr 3, 2012 to Feb 26, 2013",32.0
Zukkoke Sannin-gumi: Zukkoke Jikuu Bouken,"Comedy, Historical, Sci-Fi",6.48,14674.0,"Apr 1, 1988",1.0
Zoku Naniwa Yuukyouden,"Action, Comedy",5.52,14661.0,"Jun 25, 1992",1.0
Drifters (OVA): Kokuou-sama Goranshin,"Comedy, Parody",6.46,6250.0,"Dec 23, 2017",1.0
ClassicaLoid,"Music, Comedy",6.46,6248.0,"Oct 8, 2016 to Apr 1, 2017",25.0
Zettai Zetsumei Dangerous Jiisan Special-ban,"Comedy, Kids",6.23,14626.0,"Dec 30, 2003",1.0
Zettai Zetsumei Dangerous Jiisan (2005),"Comedy, Kids",6.07,14625.0,"Apr, 2005 to Mar, 2006",19.0
Zettai Zetsumei Dangerous Jiisan,"Comedy, Kids",5.29,14623.0,"Oct, 2003 to Mar, 2004",33.0
Zettai Yareru Greece Shinwa,"Comedy, Ecchi",5.77,14622.0,"Oct 4, 2008 to Dec 27, 2008",13.0
Uchuu Kazoku Carlvinson,"Comedy, Fantasy, Sci-Fi",6.47,6238.0,"Dec 21, 1988",1.0
Twin Signal: Family Game,"Action, Comedy, Mecha, Sci-Fi",6.47,6237.0,"Sep 21, 1996 to Nov 21, 1996",3.0
Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!,"Comedy, School, Shoujo, Shounen Ai, Slice of Life",6.47,6233.0,"Sep 23, 2005",1.0
Shichinin no Nana: Oshougatsu Da yo! 7 x 7 = 49-nin no Nana?,"Adventure, Comedy, Magic",6.47,6232.0,"Oct 2, 2002",1.0
Zettai Zetsumei Dangerous Jiisan (2004),"Comedy, Kids",6.13,14624.0,"Apr 4, 2004 to Mar 27, 2005",51.0
ZIP! x Peeping Life TV: Cool Japan Saizensen,"Comedy, Slice of Life",4.62,14659.0,"Oct 19, 2015 to Oct 23, 2015",5.0
Shakotan★Boogie,"Action, Cars, Comedy, School, Seinen",6.47,6231.0,"Feb 6, 1991 to Jul 17, 1992",4.0
Otogi Story Tenshi no Shippo Specials,"Comedy, Fantasy, Magic, Romance",6.47,6228.0,"Mar 25, 2002 to Jul 25, 2002",2.0
Pa-Pa-Pa the ★ Movie: Perman - Tako de Pon! Ashi wa Pon!,"Kids, Adventure, Comedy, Super Power",6.47,6229.0,"Mar 6, 2004",1.0
Mori no Youki na Kobito-tachi: Belfy to Lillibit,"Adventure, Fantasy, Comedy",6.47,6226.0,"Jan 7, 1980 to Jun 30, 1980",26.0
Moetan,"Comedy, Ecchi, Magic, School",6.47,6225.0,"Jul 9, 2007 to Sep 24, 2007",12.0
Manga Aesop Monogatari (TV),"Comedy, Fantasy, Kids",6.47,6221.0,"Oct 10, 1983 to Dec 22, 1983",52.0
Mister Ajikko Special,"Comedy, Shounen",6.47,6223.0,"Feb 9, 1989",1.0
Koi☆Sento,"Comedy, Romance",6.47,6219.0,"Nov 27, 2010",1.0
Kiitarou Shounen no Youkai Enikki,"Comedy, Supernatural",6.47,6218.0,"Oct 5, 2016 to Dec 21, 2016",12.0
Kero Kero Chime,"Adventure, Fantasy, Comedy",6.47,6217.0,"Mar 6, 1997 to Sep 25, 1997",30.0
Itsuka Tenma no Kuro Usagi Special,"Comedy, Ecchi",6.47,6215.0,"Feb 24, 2012",1.0
Aa! Megami-sama! (TV),"Comedy, Supernatural, Magic, Romance, Seinen",7.4,2089.0,"Jan 7, 2005 to Jul 8, 2005",24.0
Aa! Megami-sama! (2011),"Comedy, Magic, Romance, Seinen, Supernatural",7.4,2088.0,"Feb 23, 2011 to Aug 23, 2013",3.0
Zoids Shinseiki/Zero,"Adventure, Comedy, Mecha, Sci-Fi, Shounen, Sports",7.41,2086.0,"Jan 6, 2001 to Jun 30, 2001",26.0
Time Travel Tondekeman!,"Action, Kids, Adventure, Comedy",7.41,2084.0,"Oct 19, 1989 to Aug 26, 1990",39.0
Senyuu.,"Action, Comedy, Parody, Fantasy, Shounen",7.41,2078.0,"Jan 9, 2013 to Apr 3, 2013",13.0
Seitokai no Ichizon,"Harem, Comedy, Parody, School",7.41,2077.0,"Oct 3, 2009 to Dec 19, 2009",12.0
Hacka Doll The Animation,"Comedy, Sci-Fi",6.47,6212.0,"Oct 2, 2015 to Dec 25, 2015",13.0
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!","Comedy, Drama, Mystery, Police",6.47,6211.0,"Apr 2, 2016 to Sep 24, 2016",24.0
Galaxy Angel Rune,"Sci-Fi, Comedy",6.47,6208.0,"Oct 2, 2006 to Dec 25, 2006",13.0
Doraemon: Featherplace,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",6.47,6206.0,"Apr 2, 1993",1.0
Detective Conan: Amuro Secret Call,"Mystery, Comedy, Police",6.47,6205.0,"Oct 3, 2018",1.0
Cheonbangjichuk Hani,"Sports, Comedy, School, Drama",6.47,6201.0,1988 to 1989,13.0
Buta,"Adventure, Comedy, Fantasy, Historical",6.47,6200.0,"Mar 5, 2012",1.0
Atashin'chi Movie,"Comedy, Super Power",6.46,6198.0,"Dec 6, 2003",1.0
Zettai Karen Children: Oobanburumai! Natsuko to Hotaru no B.A.B.E.L. Tsuushin,"Action, Comedy, Supernatural, Shounen",6.48,6197.0,"Jan 4, 2009",1.0
The iDOLM@STER Cinderella Girls: Special Program,"Comedy, Music",6.48,6191.0,"Feb 28, 2015",1.0
Takamiya Nasuno Desu!: Teekyuu Spin-off,"Slice of Life, Comedy, Shounen",6.48,6190.0,"Apr 7, 2015 to Jun 23, 2015",12.0
Tactical Roar,"Comedy, Military, Romance, Sci-Fi",6.48,6189.0,"Jan 8, 2006 to Apr 2, 2006",13.0
Sore ga Seiyuu!: Petit Uchiage,"Slice of Life, Comedy",6.48,6187.0,"Mar 23, 2016",1.0
Shoujo Shuumatsu Jugyou,"Comedy, Parody, School",6.48,6186.0,"Oct 6, 2017 to Dec 22, 2017",12.0
Papa no Iukoto wo Kikinasai!,"Comedy, Romance, Slice of Life",7.41,2072.0,"Jan 11, 2012 to Mar 28, 2012",12.0
Outbreak Company,"Harem, Comedy, Parody, Fantasy",7.41,2070.0,"Oct 4, 2013 to Dec 20, 2013",12.0
Nanbaka,"Action, Comedy, Drama",7.41,2068.0,"Oct 5, 2016 to Dec 28, 2016",13.0
Nerima Daikon Brothers,"Comedy, Music",7.41,2069.0,"Jan 9, 2006 to Mar 27, 2006",12.0
Mazinkaiser,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",7.41,2066.0,"Sep 25, 2001 to Sep 20, 2002",7.0
Mayo Chiki!,"Harem, Comedy, Romance, Ecchi, School",7.41,2065.0,"Jul 8, 2011 to Sep 30, 2011",13.0
Love Lab,"Comedy, Romance, School",7.41,2064.0,"Jul 5, 2013 to Sep 27, 2013",13.0
Legendz: Yomigaeru Ryuuou Densetsu,"Action, Adventure, Fantasy, Comedy",7.41,2063.0,"Apr 4, 2004 to Mar 27, 2005",50.0
Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,"Comedy, School, Shoujo",7.41,2061.0,"Jul 24, 2010",1.0
Pokemon: Pikachu Koori no Daibouken,"Adventure, Comedy, Fantasy, Kids",6.48,6179.0,"Aug 1, 2008",1.0
Ninja Hattori-kun (2012),Comedy,6.48,6177.0,"May 13, 2012 to Feb 16, 2015",52.0
Lupin III: Pilot Film,"Action, Comedy, Seinen",6.48,6174.0,1969,1.0
Happiness!,"Comedy, Harem, Magic, Romance, School",6.48,6171.0,"Oct 6, 2006 to Dec 22, 2006",12.0
Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,"Adventure, Comedy, Sci-Fi, Shounen",6.48,6169.0,"Jul 26, 2000 to Mar 23, 2001",4.0
Gakkatsu! 2nd Season,"Comedy, School",6.48,6165.0,"Jan 16, 2013 to Sep 25, 2013",25.0
Dirty Pair no Ooshoubu: Nolandia no Nazo,"Action, Sci-Fi, Adventure, Comedy, Police",6.48,6159.0,"Dec 20, 1985",1.0
Danchigai: Juusan Goutou Sentou Ikitai!!,"Slice of Life, Comedy",6.48,6158.0,"Sep 18, 2015",1.0
Code-E,"Comedy, Romance, School, Sci-Fi, Slice of Life",6.48,6157.0,"Jul 4, 2007 to Sep 19, 2007",12.0
Cinderella Girls Gekijou: Climax Season,"Slice of Life, Comedy",6.48,6156.0,"Apr 2, 2019 to Jun 25, 2019",13.0
Chameleon (OVA),"Comedy, Ecchi, School, Seinen",6.48,6154.0,"Feb, 1992 to Feb, 1996",6.0
Anmitsu Hime,"Comedy, Historical, Shoujo",6.48,6151.0,"Oct 5, 1986 to Sep 27, 1987",51.0
Yoku Wakaru Gendai Mahou,"Comedy, Magic",6.49,6148.0,"Jul 12, 2009 to Sep 27, 2009",12.0
Uchuu Kaizoku Mito no Daibouken,"Action, Comedy, Sci-Fi",6.49,6147.0,"Jan 5, 1999 to Mar 30, 1999",13.0
TV Yarou Nanaana,"Adventure, Comedy",6.49,6146.0,"Apr 6, 2018 to Sep 14, 2018",24.0
Tensai Bakabon,"Slice of Life, Comedy",6.49,6142.0,"Sep 25, 1971 to Jun 24, 1972",40.0
Sister Princess,"Comedy, Drama, Harem, Romance, Slice of Life",6.49,6141.0,"Apr 4, 2001 to Sep 26, 2001",26.0
Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party,"Comedy, Historical",6.49,6139.0,"Dec 7, 2011",5.0
Robot Girls Z,"Comedy, Mecha, Parody",6.49,6137.0,"Jan 4, 2014 to Mar 2, 2014",3.0
Pokemon: Pikachu no Fuyuyasumi (2001),"Adventure, Comedy, Fantasy, Kids",6.49,6135.0,"Dec 22, 2000",3.0
Pokemon Movie 16: Shinsoku no Genosect - Mewtwo Kakusei,"Action, Adventure, Comedy, Fantasy, Kids",6.49,6134.0,"Jul 13, 2013",1.0
Nurse Witch Komugi-chan Magikarte Special,"Comedy, Magic, Parody",6.49,6131.0,"Jun 6, 2003",1.0
McDull: Gushi,Comedy,6.49,6127.0,"Dec 15, 2001",1.0
Macross F: Choujikuu Gekijou,"Comedy, Slice of Life",6.49,6126.0,"Feb 3, 2011",1.0
Kinnikuman: Kessen! Shichinin no Seigi Choujin vs. Uchuu Nobushi,"Action, Comedy, Sports, Shounen",6.49,6122.0,"Jul 4, 1984",1.0
Gokujou!! Mecha Mote Iinchou Second Collection,"Comedy, Romance, School, Shoujo",6.49,6118.0,"Apr 3, 2010 to Apr 10, 2011",51.0
Futari wa Precure: Splash☆Star Maji★Doki♥ Theater,"Action, Comedy, Fantasy, Magic, Shoujo",6.49,6113.0,"Jan 1, 2008",1.0
Doraemon: It's Spring!,"Kids, Adventure, Fantasy, Comedy, Shounen",6.49,6110.0,"Mar 30, 1983",1.0
Dog Days'': Gravure Talk,"Comedy, Ecchi, Fantasy",6.49,6109.0,"Aug 26, 2015",4.0
Comic Party Specials,"Comedy, Drama",6.49,6107.0,"Jan 13, 2003",4.0
Cinderella Girls Gekijou: Kayou Cinderella Theater,"Comedy, Slice of Life",6.49,6106.0,"Apr 4, 2017 to Jun 27, 2017",13.0
Binzume Yousei,"Comedy, Fantasy, Magic, Slice of Life",6.49,6102.0,"Oct 3, 2003 to Dec 26, 2003",13.0
Blue Dragon,"Adventure, Comedy, Fantasy, Supernatural",6.49,6103.0,"Apr 7, 2007 to Mar 29, 2008",51.0
High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,"Comedy, Ecchi",7.41,2058.0,"Jul 24, 2015 to Jan 27, 2016",6.0
Hetalia Axis Powers Fan Disc,"Comedy, Historical, Parody",7.41,2057.0,"May 25, 2010",1.0
Fairy Tail OVA (2016),"Comedy, Magic, Ecchi, Fantasy, Shounen",7.41,2053.0,"May 17, 2016 to Dec 16, 2016",3.0
Tenchi Muyou! Ryououki 3rd Season Picture Drama,"Slice of Life, Comedy",6.5,6097.0,"Sep 18, 2003 to Mar 16, 2005",5.0
Strike Witches: 501 Butai Hasshin Shimasu!,"Comedy, Military, Sci-Fi, Shounen",6.5,6095.0,"Apr 10, 2019 to Jun 26, 2019",12.0
Shin Mashin Eiyuuden Wataru Majinzan,"Action, Adventure, Fantasy, Comedy, Mecha, Sci-Fi",6.51,6093.0,"Aug 5, 1989 to Sep 5, 1989",2.0
Pokemon: Pikachu no Fuyuyasumi (2000),"Adventure, Comedy, Fantasy, Kids",6.5,6090.0,"Dec 22, 1999",2.0
Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,"Slice of Life, Comedy, Romance",6.5,6089.0,"Aug 18, 2013",3.0
Morita-san wa Mukuchi. Specials,"Comedy, School, Slice of Life",6.5,6087.0,"Jan 27, 2012",2.0
Mobile Suit SD Gundam's Counterattack,"Comedy, Parody, Mecha",6.5,6086.0,"Jul 15, 1989",2.0
Minami no Shima no Dera-chan,"Comedy, Slice of Life",6.5,6085.0,"Apr 26, 2014",1.0
Maicching Machiko-sensei,"Comedy, Ecchi, School",6.5,6084.0,"Oct 8, 1981 to Oct 6, 1983",95.0
Konchuu Monogatari Minashigo Hutch (1989),"Adventure, Comedy, Drama",6.5,6080.0,"Jul 21, 1989 to Aug 31, 1990",55.0
Hitorigurashi no Shougakusei,"Comedy, Slice of Life",6.5,6076.0,"Oct 10, 2017 to Dec 12, 2017",10.0
Haikyuu!! Quest Picture Drama,"Comedy, Fantasy, Game, Shounen",6.5,6072.0,"Sep 25, 2014",3.0
Ghiblies,Comedy,6.5,6070.0,"Apr 8, 2000 to Jul 19, 2002",2.0
Fuusen Shoujo Temple-chan,"Adventure, Comedy, Kids",6.5,6068.0,"Oct 1, 1977 to Mar 25, 1978",26.0
Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland,"Comedy, Parody, Fantasy",6.5,6063.0,"Jul 27, 2012",1.0
Cheburashka Arere?,"Kids, Slice of Life, Comedy",6.5,6060.0,"Oct 7, 2009 to Mar 31, 2010",26.0
Boys Be...,"Slice of Life, Comedy, Romance, Shounen",6.5,6059.0,"Apr 11, 2000 to Jul 4, 2000",13.0
Android Ana Maico 2010,"Comedy, Drama, Sci-Fi, Seinen",6.5,6056.0,"Apr 6, 1998 to Sep 28, 1998",24.0
Project A-Ko 3: Cinderella Rhapsody,"Action, Comedy, Mecha, Sci-Fi, Super Power",6.51,6042.0,"Jun 20, 1988",1.0
Prism Ark,"Action, Fantasy, Magic, Comedy, Drama",6.51,6041.0,"Oct 8, 2007 to Dec 24, 2007",12.0
Madou King Granzort: Saigo no Magical Taisen,"Action, Sci-Fi, Comedy, Magic, Fantasy, Mecha, Shounen",6.51,6037.0,"Aug 10, 1990 to Sep 8, 1990",2.0
Kyuukyoku Choujin R,"Comedy, Sci-Fi",6.51,6035.0,"Oct 24, 1991",1.0
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kuinee! - Choujyou Maguro Taiket,"Comedy, Police",6.51,6033.0,"Sep 30, 2007 to Oct 7, 2007",2.0
Kinnikuman II Sei: Second Generations,Comedy,6.51,6032.0,"Jul 14, 2001",1.0
Gundam Build Fighters Specials,"Comedy, Mecha",6.51,6025.0,"Mar 26, 2014 to Jun 20, 2014",3.0
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken OVA,"Comedy, Ecchi, Romance, School",6.51,6015.0,"Mar 26, 2018",2.0
Bakuon!!,"Comedy, Seinen, Slice of Life",6.51,6014.0,"Apr 5, 2016 to Jun 21, 2016",12.0
Yuri Seijin Naoko-san (2012),"Comedy, Shoujo Ai",6.52,6011.0,"Feb 15, 2012",1.0
Yume de Aetara,"Comedy, Drama, Ecchi, Romance, Seinen",6.52,6010.0,"Apr 21, 1998 to Dec 19, 1998",3.0
Usavich Special,"Adventure, Comedy",6.52,6005.0,"Oct 31, 2008",1.0
The☆Doraemons: Dokidoki Kikansha Daibakusou!,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",6.52,6002.0,"Mar 4, 2000",1.0
Super Zugan,"Game, Comedy, Shounen",6.52,6001.0,"Oct 9, 1992 to Mar 13, 1993",21.0
Pokemon: Pikachu no Wanpaku Island,"Adventure, Comedy, Fantasy, Kids",6.52,5993.0,"Aug 1, 2006",1.0
Perman,"Adventure, Comedy",6.52,5992.0,"Apr 2, 1967 to Apr 14, 1968",54.0
Nozo x Kimi,"Comedy, Ecchi, Romance, School, Shounen",6.52,5991.0,"Aug 18, 2014 to Feb 18, 2015",3.0
NG Knight Ramune & 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen,"Adventure, Comedy, Fantasy, Mecha, Shounen",6.52,5990.0,"Jul 21, 1991 to Nov 21, 1991",3.0
Muteki Robo Trider G7,"Comedy, Mecha, Sci-Fi, Space",6.52,5988.0,"Feb 2, 1980 to Jan 3, 1981",50.0
Medaka no Gakkou,Comedy,6.52,5986.0,"Apr 10, 2001 to Feb 26, 2005",5.0
Lupin III (2015): Italian Game,"Action, Adventure, Comedy, Seinen",6.52,5984.0,"Jan 8, 2016",1.0
Kuromajo-san ga Tooru!!,"Comedy, Magic, School, Slice of Life",6.52,5981.0,"Apr 4, 2012 to Feb 19, 2014",60.0
Kokoro Toshokan,"Comedy, Drama, Slice of Life",6.52,5978.0,"Oct 12, 2001 to Feb 17, 2002",13.0
Kinkyuu Hasshin Saver Kids,"Action, Sci-Fi, Adventure, Comedy, Mecha",6.52,5977.0,"Feb 19, 1991 to Feb 18, 1992",50.0
Himawari!!,"Comedy, Romance",6.52,5975.0,"Jan 7, 2007 to Apr 1, 2007",13.0
Gakuen Handsome,"Comedy, Parody, School, Shounen Ai",6.52,5971.0,"Oct 4, 2016 to Dec 20, 2016",12.0
Duel Masters Cross,"Action, Adventure, Comedy, Shounen",6.51,5968.0,"Apr 5, 2008 to Mar 27, 2010",100.0
Blue Seed 2,"Action, Comedy, Drama, Ecchi, Horror, Mystery, Sci-Fi, Supernatural",6.52,5966.0,"Jul 24, 1996 to Feb 4, 1998",3.0
Dr. Slump Movie 01: Arale-chan Hello! Fushigi Shima,"Comedy, Sci-Fi, Shounen",6.52,5967.0,"Jul 18, 1981",1.0
Yuugen Kaisha,"Action, Adventure, Comedy, Super Power, Supernatural, Magic, Vampire",6.53,5961.0,"Aug 25, 1994 to Feb 25, 1995",4.0
Yume de Aetara (TV),"Comedy, Drama, Romance, Seinen, Slice of Life",6.53,5960.0,"Nov 30, 1998 to Dec 24, 1998",16.0
Youkai Watch Movie 3: Soratobu Kujira to Double Sekai no Daibouken da Nyan!,"Comedy, Kids, Supernatural",6.53,5959.0,"Dec 17, 2016",1.0
Umineko no Naku Koro ni Specials,"Comedy, Parody",6.53,5957.0,"Oct 23, 2009 to Oct 24, 2010",26.0
Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,"Kids, Adventure, Comedy",6.53,5952.0,"Dec 23, 2004",1.0
Tsuideni Tonchinkan,Comedy,6.53,5954.0,"Oct 10, 1987 to Oct 1, 1988",43.0
Tono to Issho: Gantai no Yabou,"Comedy, Historical, Parody, Samurai, Seinen",6.53,5951.0,"Apr 5, 2011 to Jun 21, 2011",12.0
High School DxD OVA,"Comedy, Demons, Ecchi, Romance, School",7.4,2100.0,"Sep 6, 2012 to May 31, 2013",2.0
Last Period: Owarinaki Rasen no Monogatari,"Action, Adventure, Comedy, Fantasy, Magic",6.51,6036.0,"Apr 12, 2018 to Jun 28, 2018",12.0
Bad Boys,"Action, Comedy, Seinen",6.5,6057.0,"Sep 25, 1993 to Sep 21, 1995",5.0
Shakugan no Shana: Shana & Yuuji no Naze Nani Shana! Nandemo Shitsumon-bako!,"Fantasy, Comedy, Supernatural",6.51,6045.0,"Apr 4, 2007",1.0
Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,"Comedy, Sports, Shounen Ai",6.51,6047.0,"Mar 29, 2002 to Jul 26, 2002",2.0
Ani ni Tsukeru Kusuri wa Nai!,"Comedy, School, Slice of Life",7.46,1850.0,"Apr 7, 2017 to Jun 23, 2017",12.0
Zero no Tsukaima: Princesses no Rondo,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",7.5,1749.0,"Jul 7, 2008 to Sep 22, 2008",12.0
Bonobono,Comedy,6.5,6058.0,"Nov 13, 1993",1.0
Gokinjo Monogatari,"Slice of Life, Comedy, Drama, Romance, Shoujo",7.51,1694.0,"Sep 10, 1995 to Sep 1, 1996",50.0
Atama Yama,"Comedy, Dementia, Psychological, Fantasy",6.49,6101.0,"Jan 1, 2002",1.0
Mai-HiME,"Action, Comedy, Drama, Fantasy, Magic, Mecha, Romance, School, Shoujo Ai",7.51,1700.0,"Sep 30, 2004 to Mar 31, 2005",26.0
Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,"Sci-Fi, Comedy, Shounen",6.48,6161.0,"Dec 22, 1984",1.0
Futon no Naka kara Detakunai,"Music, Slice of Life, Comedy",6.48,6164.0,"Jan 11, 2018",1.0
Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,"Adventure, Comedy, Kids",6.49,6192.0,"Dec 1, 2004",1.0
Animegatari x Shingeki no Kyojin Collab Eizou,Comedy,6.46,6241.0,"Jul 11, 2015",1.0
Shin Hikari Shinwa: Palutena no Kagami,"Adventure, Fantasy, Comedy",6.46,6274.0,"Mar 13, 2012 to Mar 19, 2012",3.0
Gregory Horror Show: The Last Train,"Mystery, Comedy, Horror, Demons, Supernatural, Vampire",6.44,6337.0,"Oct 7, 2000 to Mar 31, 2001",26.0
Magikano,"Comedy, Fantasy, Harem, Magic, Romance, Shounen",6.44,6344.0,"Jan 1, 2006 to Apr 1, 2006",13.0
Nangoku Shounen Papuwa-kun,"Adventure, Comedy, Shounen",6.44,6353.0,"Oct 10, 1992 to Oct 2, 1993",42.0
Hori-san to Miyamura-kun,"Comedy, Romance, School, Shounen",7.39,2146.0,"Sep 26, 2012 to Dec 14, 2018",4.0
"High School DxD New: Oppai, Tsutsumimasu!","Comedy, Demons, Ecchi, Romance, School",7.39,2144.0,"Mar 10, 2015",1.0
Fullmetal Alchemist: The Sacred Star of Milos,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",7.39,2140.0,"Jul 2, 2011",1.0
Tensei shitara Slime Datta Ken: Kanwa - Veldora Nikki,"Comedy, Fantasy, Shounen",6.44,6367.0,"Mar 26, 2019",1.0
Boku wa Tomodachi ga Sukunai,"Ecchi, Slice of Life, Comedy, Harem, Romance, School",7.39,2137.0,"Oct 7, 2011 to Dec 23, 2011",12.0
Air in Summer,"Romance, Supernatural, Comedy, Historical, Drama",7.39,2134.0,"Aug 28, 2005 to Sep 4, 2005",2.0
Wagamama☆Fairy Mirumo de Pon!,"Kids, Adventure, Fantasy, Magic, Comedy, Romance, School, Drama, Shoujo",7.4,2133.0,"Apr 6, 2002 to Sep 27, 2005",172.0
To LOVE-Ru OVA,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",7.4,2131.0,"Apr 3, 2009 to Apr 2, 2010",6.0
Saiunkoku Monogatari Recaps,"Adventure, Comedy, Historical, Drama, Romance, Fantasy",7.4,2124.0,"Mar 1, 2007 to Mar 24, 2007",9.0
Rozen Maiden (2013),"Action, Comedy, Drama, Magic, Seinen",7.4,2122.0,"Jul 5, 2013 to Sep 27, 2013",13.0
Meng Qi Shi Shen,"Adventure, Comedy, Historical, Drama, Romance, Shoujo",7.4,2115.0,"Dec 29, 2018 to Mar 9, 2019",12.0
Lupin III: Walther P38,"Action, Adventure, Mystery, Comedy, Seinen",7.4,2111.0,"Aug 1, 1997",1.0
Lupin III: Part III,"Action, Adventure, Comedy, Seinen",7.4,2110.0,"Mar 3, 1984 to Dec 25, 1985",50.0
Kamichama Karin,"Comedy, Fantasy, Magic, Romance, School, Shoujo",7.4,2107.0,"Apr 6, 2007 to Sep 28, 2007",26.0
Honoo no Toukyuuji: Dodge Danpei,"Comedy, Sports",7.4,2103.0,"Oct 14, 1991 to Sep 21, 1992",47.0
Nameko-ke no Ichizoku,"Comedy, Slice of Life",6.42,6460.0,"Dec 20, 2013 to Jul 16, 2014",13.0
Rinne no Lagrange: Kamogawa Memoria,"Action, Comedy, Mecha, Sci-Fi",6.42,6463.0,"Jul 1, 2012",1.0
Usavich V,Comedy,6.42,6476.0,"Dec 5, 2012 to Jul 12, 2013",13.0
"Chuunibyou demo Koi ga Shitai! Movie: Take On Me - Weekly Short Movie ""Kotatsu DE Photo Session""",Comedy,6.41,6488.0,"Jan 6, 2018",3.0
Hikaru no Go: New Year Special,"Game, Comedy, Supernatural, Shounen",7.4,2102.0,"Jan 1, 2002",1.0
High School! Kimengumi,"Comedy, Parody, Romance, School, Shounen",7.4,2101.0,"Oct 20, 1985 to Oct 3, 1987",86.0
Nichijou: Nichijou no 0-wa,"Slice of Life, Comedy, School, Shounen",7.4,2118.0,"Mar 12, 2011",1.0
Nogizaka Haruka no Himitsu: Finale,"Comedy, Romance",7.4,2119.0,"Aug 19, 2012 to Nov 28, 2012",4.0
Saber Marionette J,"Action, Adventure, Comedy, Drama, Harem, Martial Arts, Mecha, Romance, Sci-Fi, Shounen",7.4,2123.0,"Oct 1, 1996 to Mar 25, 1997",25.0
Robot Girls Z Specials,"Comedy, Mecha, Parody",6.4,6573.0,"Jun 13, 2014 to Aug 8, 2014",3.0
Shin Koihime†Musou OVA Omake,"Adventure, Comedy, Ecchi, Fantasy",6.4,6575.0,"Jul 7, 2010",1.0
Uma Musume: Pretty Derby (TV),"Comedy, Slice of Life, Sports",7.4,2132.0,"Apr 2, 2018 to Jun 18, 2018",13.0
Hidamari Sketch x ☆☆☆ Recap,"Slice of Life, Comedy, School",6.39,6598.0,"Sep 26, 2012",1.0
Shin Koihime†Musou: Otome Tairan OVA Omake,"Adventure, Comedy, Ecchi, Fantasy",6.39,6615.0,"Feb 2, 2011",1.0
Gaikotsu Shotenin Honda-san,"Comedy, Slice of Life",7.39,2141.0,"Oct 8, 2018 to Dec 24, 2018",12.0
Galo Sengen,"Music, Comedy",6.37,6689.0,"Jan 9, 2011",1.0
Ojamanga Yamada-kun (Movie),"Slice of Life, Comedy",6.37,6715.0,"Mar 14, 1981",1.0
Oraa Guzura Dado (1987),"Comedy, Kids",6.37,6716.0,"Oct 2, 1987 to Sep 20, 1988",44.0
